DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2022-0733-MDV,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Buidlings with migrants,MDV,Maldives,Southern Asia,Asia,Malé,,,No,No,No,,,,,,,2022,11,9,2022,11,9,10,,,,,,,,,,,93.29460735164,,,2022-11-10,2023-09-26
2022-0775-ITA,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,ITA,Italy,Southern Europe,Europe,Casamicciola municipality (northern Ischia Island),Heavy rains,Flood,No,No,Yes,,,,,,,2022,11,26,2022,11,26,12,5,230,,235,,,,,,,93.29460735164,,,2022-11-28,2023-09-26
2022-0801-CMR,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,GLIDE:EP-2022-000369,Cholera,CMR,Cameroon,Sub-Saharan Africa,Africa,"Far North, South-West, and North-West, and Littoral regions",,,No,No,No,,,,,,,2022,8,,2022,12,,295,13730,,,13730,,,,,,,93.29460735164,,,2022-12-09,2023-09-26
2024-9131-ZMB,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2024-000018,,ZMB,Zambia,Sub-Saharan Africa,Africa,"Shangombo, Sinazongwe, Chirundu, Siavonga, Chikankata, Lusaka, Luapula, and the Western, Eastern, Southern, Central, and North-Western Provinces","Lack of rains, El Nino",Food shortage|Water shortage,No,Yes,Yes,,,Km2,,,,2024,2,,2025,2,,,,9800000,,9800000,,,,,2261,2261,100,,"[{""gid_1"":""ZMB.10_1"",""name_1"":""Western""},{""gid_1"":""ZMB.1_1"",""name_1"":""Central""},{""gid_1"":""ZMB.3_1"",""name_1"":""Eastern""},{""gid_1"":""ZMB.4_1"",""name_1"":""Luapula""},{""gid_1"":""ZMB.5_1"",""name_1"":""Lusaka""},{""gid_1"":""ZMB.7_1"",""name_1"":""North-Western""},{""gid_1"":""ZMB.9_1"",""name_1"":""Southern""}]",2024-03-12,2025-12-20
2022-0309-IRN,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,Building 'Metropol',IRN,Iran (Islamic Republic of),Southern Asia,Asia,Abadan (Khouzestan),,,No,No,No,,,m3,,,,2022,5,21,2022,5,21,36,37,,,37,,,,,,,93.29460735164,,,2022-05-27,2023-09-26
2022-0329-NGA,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Stampede,NGA,Nigeria,Sub-Saharan Africa,Africa,Port Harcourt (Rivers state),,,No,No,No,,,,,,,2022,5,28,2022,5,28,31,,,,,,,,,,,93.29460735164,,,2022-05-30,2023-09-26
2022-0340-BGD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000217,,BGD,Bangladesh,Southern Asia,Asia,"Shariatpur & Madaripur districts ; Kurigram, Gaibandha, Lalmonirhat, Nilphamari, Bogra, Jamalpur, and Sirajganj (Sylhet division); Zakigonj, Gowainghat, Jaintapur, Companiganj, Kurigram, Gaibandha, Rangpur, Lalmonirhat, Nilphamari, Bogra, Jamalpur, SirajganjDistricts (Sylhet Division); Sunamganj",Heavy rains,,No,No,No,,,Km2,,,,2022,5,17,2022,9,30,141,,7200000,,7200000,,,,,462500,495741,93.29460735164,,,2022-06-28,2023-09-26
2022-0392-PAK,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,PAK,Pakistan,Southern Asia,Asia,Qila Saifullah district,,,No,No,No,,,,,,,2022,6,8,2022,6,8,22,1,,,1,,,,,,,93.29460735164,,,2022-07-01,2023-09-26
2022-0407-GRC,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,GRC,Greece,Southern Europe,Europe,"Portes village in Achaia Region (north-west Peloponnese Peninsula); Delphi municipality (central Greece); Itea; Amfissa; East Macedonia & Thrace, Epirus, Central Greece, North Aegean, Ionian Islands",High temperatures and increased wind intensity,,No,No,Yes,,,Km2,,,,2022,7,3,2022,7,23,,,55000,,55000,,,,,,,93.29460735164,,,2022-07-07,2023-09-26
2022-0432-EGY,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,EGY,Egypt,Northern Africa,Africa,Minya,,,No,No,No,,,,,,,2022,7,14,2022,7,14,22,33,,,33,,,,,,,93.29460735164,,,2022-07-19,2023-09-26
2022-0444-YEM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000265,,YEM,Yemen,Western Asia,Asia,"Ad Dali’, Al Hodeidah, Hadramawt, Hajjah and Ta’iz governorate",Heavy rains,,No,No,No,,,Km2,,,,2022,6,,2022,6,,,,41000,,41000,,,,,,,93.29460735164,,,2022-07-19,2023-09-26
2022-0453-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AFG,Afghanistan,Southern Asia,Asia,"Wardak, Paktia, Paktika, Nangarhar, Nuristan, Parwan and Panjshir provinces",,,No,No,No,,,Km2,,,,2022,7,24,2022,8,1,13,20,,,20,,,,,,,93.29460735164,,,2022-07-27,2023-09-26
2022-0461-NGA,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Bomb,NGA,Nigeria,Sub-Saharan Africa,Africa,Borno state,,,No,No,No,,,,,,,2022,7,25,2022,7,25,13,4,,,4,,,,,,,93.29460735164,,,2022-07-28,2023-09-26
2022-0462-BHS,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,BHS,Bahamas,Latin America and the Caribbean,Americas,,,,No,No,No,,,,,,,2022,7,24,2022,7,24,17,,25,,25,,,,,,,93.29460735164,,,2022-07-28,2023-09-26
2022-0487-IND,No,tec-ind-gas-gas,Technological,Industrial accident,Gas leak,Gas leak,,Cloth factory,IND,India,Southern Asia,Asia,Atchyutapuram district (Andhra Pradesh),,,No,No,No,,,m3,,,,2022,8,3,2022,8,3,,112,,,112,,,,,,,93.29460735164,,,2022-08-03,2023-09-26
2022-0488-NPL,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,NPL,Nepal,Southern Asia,Asia,Myagdi and Kaski districts (Gandaki Province),Heavy rains,Flood|Storm,No,No,No,,,,,,,2022,7,15,2022,8,18,22,40,510,,550,,,,,,,93.29460735164,,,2022-08-03,2023-09-26
2022-0508-THA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Nightclub 'Mountain B',THA,Thailand,South-eastern Asia,Asia,Pattaya,,,No,No,No,,,,,,,2022,8,4,2022,8,5,25,40,,,40,,,,,,,93.29460735164,,,2022-08-09,2023-09-26
2022-0514-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2022-000262,,AFG,Afghanistan,Southern Asia,Asia,"Kapisa, Khost, Nangarhar; Siagard and Shenwari districts (Parwan), Paktia, Paktika, Logar, Maidan-Wardak, Ghazni, Kunar, Laghman, Wardak, Nuristan, Zabul, Faryab, Farah, Kundoz, Kandahar, Urozgan provinces",Heavy rains,,No,No,No,,,Km2,,,,2022,8,16,2022,8,21,156,124,249900,,250024,,,,,,,93.29460735164,,,2022-08-16,2023-09-26
2022-0533-CMR,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,CMR,Cameroon,Sub-Saharan Africa,Africa,Northwest and Southwest Regions,Heavy rains,Flood,No,No,No,,,,,,,2022,8,11,2022,8,11,5,,100,150,250,,,,,,,93.29460735164,,,2022-08-19,2023-09-26
2022-0535-PAK,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,PAK,Pakistan,Southern Asia,Asia,Multan,,,No,No,No,,,,,,,2022,8,16,2022,8,16,20,,,,,,,,,,,93.29460735164,,,2022-08-19,2023-09-26
2022-0536-VEN,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,Sud-est de la mer Egée,,,No,No,No,,,,,,,2022,8,10,2022,8,10,40,29,,,29,,,,,,,93.29460735164,,,2022-08-19,2023-09-26
2022-0541-TUR,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TUR,Türkiye,Western Asia,Asia,Derik (Mardin province),,,No,No,No,,,,,,,2022,8,20,2022,8,20,19,26,,,26,,,,,,,93.29460735164,,,2022-08-22,2023-09-26
2022-0543-RUS,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,RUS,Russian Federation,Eastern Europe,Europe,Oulianovsk (Volga),,,No,No,No,,,,,,,2022,8,21,2022,8,21,16,3,,,3,,,,,,,93.29460735164,,,2022-08-22,2023-09-26
2022-0560-SLE,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FF-2022-000309,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Freetown Capital City,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,8,28,2022,9,,12,79,12903,,12982,,,,,,,93.29460735164,,,2022-08-31,2023-09-26
2022-0577-KOR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Hinnamnor',KOR,Republic of Korea,Eastern Asia,Asia,"Jeju Isl., Busan, Pohang, Sancheong, Ulsan, Namhe, Tongyeong, Jindo, Sinan",,Flood,No,No,No,,,Kph,,,,2022,9,4,2022,9,6,12,3,36000,,36003,,,,,,,93.29460735164,,,2022-09-06,2023-09-26
2022-0600-NGA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,NGA,Nigeria,Sub-Saharan Africa,Africa,Lanlate (Ibarapa region),,,No,No,No,,,,,,,2022,9,9,2022,9,9,20,,,,,,,,,,,93.29460735164,,,2022-09-14,2023-09-26
2022-0603-GLP,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000314,Hurricane 'Fiona',GLP,Guadeloupe,Latin America and the Caribbean,Americas,,,Flood,No,No,No,,,Kph,,,,2022,9,16,2022,9,17,1,,,,,,,,,,,93.29460735164,,,2022-09-20,2023-09-26
2022-0613-KHM,No,nat-met-sto-sur,Natural,Meteorological,Storm,Storm surge,GLIDE:TC-2022-000318,Tropical cyclone 'Noru' (Karding),KHM,Cambodia,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2022,9,28,2022,9,29,16,,,,,,,,,,,93.29460735164,,,2022-09-30,2023-09-26
2022-0617-VNM,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Intoxication,VNM,Viet Nam,South-eastern Asia,Asia,Near Con Dao Island,,,No,No,No,,,,,,,2022,9,30,2022,9,30,12,9,,,9,,,,,,,93.29460735164,,,2022-10-04,2023-09-26
2022-0641-NGA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,NGA,Nigeria,Sub-Saharan Africa,Africa,"Dikwa, Bama, Jere and Konduga (Borno state)",,,No,No,No,,,,,,,2022,,,2022,10,5,178,5000,,,5000,,,,,,,93.29460735164,,,2022-10-10,2023-09-26
2022-0671-TUR,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Coal mine,TUR,Türkiye,Western Asia,Asia,Amasra,,,No,No,No,,,m3,,,,2022,10,14,2022,10,14,41,28,,,28,,,,,,,93.29460735164,,,2022-10-17,2023-09-26
2022-0700-IDN,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,KM Express Cantika 77,IDN,Indonesia,South-eastern Asia,Asia,Petites îles de la Sonde orientales (Timor Isl.),,,No,No,No,,,,,,,2022,10,24,2022,10,24,14,,226,,226,,,,,,,93.29460735164,,,2022-10-25,2023-09-26
2022-0751-PSE,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,House,PSE,State of Palestine,Western Asia,Asia,Gaza,,,No,No,No,,,,,,,2022,11,17,2022,11,17,21,,,,,,,,,,,93.29460735164,,,2022-11-18,2023-09-26
2022-0752-PAK,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,PAK,Pakistan,Southern Asia,Asia,Soith,,,No,No,No,,,,,,,2022,11,18,2022,11,18,20,14,,,14,,,,,,,93.29460735164,,,2022-11-18,2023-09-26
2022-0803-IDN,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Coal mine,IDN,Indonesia,South-eastern Asia,Asia,Sumatra,,,No,No,No,,,m3,,,,2022,12,9,2022,12,9,10,,,,,,,,,,,93.29460735164,,,2022-12-21,2023-09-26
2022-0804-FRA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Building,FRA,France,Western Europe,Europe,Vaulx-en-Velin (Lyon),,,No,No,No,,,,,,,2022,12,16,2022,12,16,10,19,,,19,,,,,,,93.29460735164,,,2022-12-21,2023-09-26
2022-0311-MMR,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,MMR,Myanmar,South-eastern Asia,Asia,,,,No,No,No,,,,,,,2022,5,19,2022,5,19,26,,35,,35,,,,,,,93.29460735164,,,2022-05-27,2023-09-26
2022-0319-TZA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,GLIDE:EP-2022-000211,Cholera,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Kigoma and Katavi,,,No,No,No,,,,,,,2022,4,23,2022,5,,4,200,56883,,57083,,,,,,,93.29460735164,,,2022-05-30,2023-09-26
2022-0330-NPL,No,tec-tra-air-air,Technological,Transport,Air,Air,,,NPL,Nepal,Southern Asia,Asia,,,,No,No,No,,,,,,,2022,5,29,2022,5,29,22,,,,,,,,,,,93.29460735164,,,2022-05-30,2023-09-26
2022-0381-USA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,Migrants,USA,United States of America,Northern America,Americas,San Antonio (Texas),,,No,No,No,,,,,,,2022,6,27,2022,6,27,53,11,,,11,,,,,,,93.29460735164,,,2022-06-30,2023-09-26
2022-0388-COL,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Arena,COL,Colombia,Latin America and the Caribbean,Americas,El Espinal (Tolima department),,,No,No,No,,,,,,,2022,6,26,2022,6,26,4,300,,,300,,,,,,,93.29460735164,,,2022-06-30,2023-09-26
2022-0391-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Uttarkashi,,,No,No,No,,,,,,,2022,6,5,2022,6,5,22,7,,,7,,,,,,,93.29460735164,,,2022-07-01,2023-09-26
2022-0423-JPN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,JPN,Japan,Eastern Asia,Asia,"Gunma, Tochigi, Yamanashi, Aichi, Tokyo",,,No,No,No,,37,°C,,,,2022,6,20,2022,7,1,80,14300,,,14300,,,,,,,93.29460735164,,,2022-07-12,2023-09-26
2022-0427-GEO,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,GEO,Georgia,Western Asia,Asia,"Ambrolauri, Tkibuli, Kutaisi, Senaki, Poti, Khobi, Zugdidi, Dusheti, Tianeti, Kazbegi",Heavy rains,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2022,6,21,2022,6,26,,,5200,,5200,,,,,,,93.29460735164,"[{""adm2_code"":16467,""adm2_name"":""Kutaisi""},{""adm2_code"":16471,""adm2_name"":""Tkibuli""},{""adm2_code"":16494,""adm2_name"":""Kazbegui""},{""adm2_code"":16496,""adm2_name"":""Tianeti""},{""adm2_code"":16497,""adm2_name"":""Ambrolauri""},{""adm2_code"":16502,""adm2_name"":""Khobi""},{""adm2_code"":16505,""adm2_name"":""Poti""},{""adm2_code"":16509,""adm2_name"":""Zugdidi""}]",,2022-07-13,2023-09-26
2022-0434-MEX,No,tec-tra-air-air,Technological,Transport,Air,Air,,Helicopter 'Black Hawk',MEX,Mexico,Latin America and the Caribbean,Americas,Sinaloa state,,,No,No,No,,,,,,,2022,7,15,2022,7,15,14,1,,,1,,,,,,,93.29460735164,,,2022-07-19,2023-09-26
2022-0435-PAK,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,PAK,Pakistan,Southern Asia,Asia,Sadiqabad sub-district,,,No,No,No,,,,,,,2022,7,18,2022,7,18,46,,,,,,,,,,,93.29460735164,,,2022-07-19,2023-09-26
2022-0463-CHN,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,Coal mine,CHN,China,Eastern Asia,Asia,Baiyin (Gansu province),,,No,No,No,,,m3,,,,2022,7,23,2022,7,23,10,7,,,7,,,,,,,93.29460735164,,,2022-07-28,2023-09-26
2022-0473-RUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,RUS,Russian Federation,Eastern Europe,Europe,"Lazarevsky, Khostinsky, Sochi regions",Heavy rains,,No,No,Yes,,,Km2,,,,2022,7,22,2022,7,25,1,,750,,750,,,,,,,93.29460735164,,,2022-07-29,2023-09-26
2022-0474-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,THA,Thailand,South-eastern Asia,Asia,"Phimai District (Nakhon Ratchasima Province); Khok Yai, Tha Li District (Loei Province); Bangkok; Khon Kaen, Rayong, Chon Buri, Samut Prakan, Nonthaburi provinces",Intense monsoon trough and negative Indian Ocean dipole,,No,No,No,,,Km2,,,,2022,7,17,2022,7,26,2,,2300,,2300,,,,,,,93.29460735164,,,2022-07-29,2023-09-26
2022-0483-CIV,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,CIV,Côte d’Ivoire,Sub-Saharan Africa,Africa,Near Abidjan,,,No,No,No,,,,,,,2022,8,1,2022,8,1,21,5,,,5,,,,,,,93.29460735164,,,2022-08-02,2023-09-26
2022-0505-CUB,No,tec-ind-fir-fir,Technological,Industrial accident,Fire (Industrial),Fire (Industrial),,Oil Storage Facility,CUB,Cuba,Latin America and the Caribbean,Americas,Matanzas,Lightening,Explosion,No,No,No,,,m3,,,,2022,8,5,2022,8,6,16,22,,,22,,,,,,,93.29460735164,,,2022-08-09,2023-09-26
2022-0515-LAO,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000292,,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,"Houaphan, Xaignabouri, Borkeo, Luangprabang, Vientiane Capital, Salawan, Savanakhet, Champasak","Heavy rains, Tropical Depression Mulan","Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,8,7,2022,8,10,1,2,42550,,42552,,,,,,,93.29460735164,,,2022-08-16,2023-09-26
2022-0569-ZWE,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,GLIDE:EP-2022-000304,Measles,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,"Masvingo, Manicaland, Mash-East, Mash-Central, Mash-West, Midlands, Mat North, Mat. South, Harare, Bulawayo",,,No,No,No,,,Vaccinated,,,,2022,4,,2022,11,,750,6551,,,6551,,,,,,,93.29460735164,,,2022-09-05,2023-09-26
2022-0590-NPL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,NPL,Nepal,Southern Asia,Asia,Darchula District (Sudurpashchim Provincel); Kanchanpur District (Sudurpashchim Province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,9,9,2022,9,17,15,11,500,,511,,,,,,,93.29460735164,,,2022-09-13,2023-09-26
2022-0602-IRQ,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IRQ,Iraq,Western Asia,Asia,Babylone province,,,No,No,No,,,,,,,2022,9,11,2022,9,11,11,,,,,,,,,,,93.29460735164,,,2022-09-14,2023-09-26
2022-0603-PRI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000314,Hurricane 'Fiona',PRI,Puerto Rico,Latin America and the Caribbean,Americas,,,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,,Kph,,,,2022,9,17,2022,9,18,25,,,,,,,,,2500000,2679683,93.29460735164,,,2022-09-20,2023-09-26
2022-0619-IDN,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Stampede,IDN,Indonesia,South-eastern Asia,Asia,,,,No,No,No,,,,,,,2022,10,1,2022,10,1,135,,,,,,,,,,,93.29460735164,,,2022-10-04,2023-09-26
2022-0629-GTM,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,GTM,Guatemala,Latin America and the Caribbean,Americas,Jocotan,,,No,No,No,,,,,,,2022,10,5,2022,10,5,17,13,,,13,,,,,,,93.29460735164,,,2022-10-06,2023-09-26
2022-0642-IDN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IDN,Indonesia,South-eastern Asia,Asia,South Jakarta; Lhokseumawe City (Aceh); Palopo City (South Sulawesi); Palembang City (South Sumatra),Heavy rains,"Collapse|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,10,4,2022,10,9,10,2,40000,,40002,,,,,,,93.29460735164,,,2022-10-10,2023-09-26
2022-0669-ETH,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,GLIDE:EP-2022-000323,Cholera,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Harana Buluk and Berbere ( Bale Zone, Oromia Region), Somali, SNNP, Sidama, Amhara; Benishangul Gumuz region",,,No,No,No,,,,,,,2022,9,16,2023,8,31,271,20000,,,20000,,,,,,,93.29460735164,,,2022-10-13,2023-09-26
2022-0670-KHM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,KHM,Cambodia,South-eastern Asia,Asia,Kandal province,,,No,No,No,,,,,,,2022,10,13,2022,10,13,11,,,,,,,,,,,93.29460735164,,,2022-10-17,2023-09-26
2022-0672-COL,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,COL,Colombia,Latin America and the Caribbean,Americas,Narino department,,,No,No,No,,,,,,,2022,10,15,2022,10,15,20,15,,,15,,,,,,,93.29460735164,,,2022-10-17,2023-09-26
2022-0680-TWN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Nesat',TWN,Taiwan (Province of China),Eastern Asia,Asia,"Xizhi, Shilin District",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2022,10,15,2022,10,16,,,100,,100,,,,,400,429,93.29460735164,,,2022-10-18,2023-09-26
2022-0694-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Karangasem Regency (eastern Bali); Bangli Regency (eastern Bali); Jembrana Regency (western Bali),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,10,3,2022,10,21,5,3,200,,203,,,,,,,93.29460735164,,,2022-10-21,2023-09-26
2022-0701-UGA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,School,UGA,Uganda,Sub-Saharan Africa,Africa,Luga,,,No,No,No,,,,,,,2022,10,25,2022,10,25,11,6,,,6,,,,,,,93.29460735164,,,2022-10-25,2023-09-26
2022-0711-COD,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Stampede,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Kinshasa,,,No,No,No,,,,,,,2022,10,29,2022,10,29,11,,,,,,,,,,,93.29460735164,,,2022-11-02,2023-09-26
2022-0725-TZA,No,tec-tra-air-air,Technological,Transport,Air,Air,,ATR 42-500,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Victoria lake (Bukoba),,,No,No,No,,,,,,,2022,11,6,2022,11,6,19,,,,,,,,,,,93.29460735164,,,2022-11-07,2023-09-26
2022-0740-EGY,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,EGY,Egypt,Northern Africa,Africa,North,,,No,No,No,,,,,,,2022,11,12,2022,11,12,20,8,,,8,,,,,,,93.29460735164,,,2022-11-15,2023-09-26
2022-0770-COD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,"Rubaya, Bihambwe, Masisi Territory (North Kivu Province, eastern DRC)",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,11,17,2022,11,18,32,,,,,,,,,,,93.29460735164,,,2022-11-25,2023-09-26
2022-0774-CMR,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,CMR,Cameroon,Sub-Saharan Africa,Africa,Damas District (Yaounde),,,No,No,No,,,,,,,2022,11,27,2022,11,27,14,,,,,,,,,,,93.29460735164,,,2022-11-28,2023-09-26
2022-0776-CHN,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Buidling,CHN,China,Eastern Asia,Asia,Xinjiang province,,,No,No,No,,,,,,,2022,11,24,2022,11,24,10,9,,,9,,,,,,,93.29460735164,,,2022-11-28,2023-09-26
2022-0779-NGA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,NGA,Nigeria,Sub-Saharan Africa,Africa,Maiduguri,,,No,No,No,,,,,,,2022,11,22,2022,11,22,37,,,,,,,,,,,93.29460735164,,,2022-11-28,2023-09-26
2022-0796-ESP,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,ESP,Spain,Southern Europe,Europe,Barcelone,,,No,No,No,,,,,,,2022,12,7,2022,12,9,,155,,,155,,,,,,,93.29460735164,,,2022-12-09,2023-09-26
2022-0807-THA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Military boat,THA,Thailand,South-eastern Asia,Asia,,,,No,No,No,,,,,,,2022,12,20,2022,12,20,29,,,,,,,,,,,93.29460735164,,,2022-12-21,2023-09-26
2024-0963-JPN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,JPN,Japan,Eastern Asia,Asia,"Shizuoka, Osaka, Nara, Tochigi, Fukuoka, Hokkaido Prefectures",,,No,No,No,,41,°C,,,,2024,4,1,2024,9,30,123,37000,,,37000,,,,,,,100,,"[{""gid_1"":""JPN.12_1"",""name_1"":""Hokkaido""},{""gid_1"":""JPN.28_1"",""name_1"":""Nara""},{""gid_1"":""JPN.33_1"",""name_1"":""Osaka""},{""gid_1"":""JPN.38_1"",""name_1"":""Shizuoka""},{""gid_1"":""JPN.39_1"",""name_1"":""Tochigi""},{""gid_1"":""JPN.7_1"",""name_1"":""Fukuoka""}]",2025-01-28,2025-12-20
